version_group_id,move_id,can_use_move,type_id,quality_id,category_id,power,accuracy,pp,priority,min_hits,max_hits,infliction_id,infliction_percent,duration_id,min_turns,max_turns,crit_stage,flinch_percent,effect,recoil_percent,heal_percent,target_id,affinity_id,max_move_id,max_power,z_move_id,z_base_power,z_power_effect,effect_percent
22,1,0,0,0,1,40,100,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,\N,\N,90,\N,\N,\N,\N
22,2,0,1,0,1,50,100,25,0,0,0,0,0,0,0,0,1,0,43,0,0,0,\N,\N,75,\N,\N,\N,\N
22,3,0,0,0,1,15,85,10,0,2,5,0,0,0,0,0,0,0,29,0,0,0,\N,\N,90,\N,\N,\N,\N
22,4,0,0,0,1,18,85,15,0,2,5,0,0,0,0,0,0,0,29,0,0,0,\N,\N,100,\N,\N,\N,\N
22,5,0,0,0,1,80,85,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,\N,\N,130,\N,\N,\N,\N
22,6,0,0,0,1,40,100,20,0,0,0,0,0,0,0,0,0,0,34,0,0,0,\N,\N,90,\N,\N,\N,\N
22,7,1,9,4,1,75,100,10,0,0,0,4,30,2,3,3,0,0,4,0,0,0,\N,\N,130,\N,\N,\N,\N
22,8,1,14,4,1,75,100,10,0,0,0,7,30,2,3,3,0,0,5,0,0,0,\N,\N,130,\N,\N,\N,\N
22,9,1,12,4,1,75,100,10,0,0,0,1,30,2,3,3,0,0,6,0,0,0,\N,\N,130,\N,\N,\N,\N
22,10,0,0,0,1,40,100,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,\N,\N,90,\N,\N,\N,\N
22,11,0,0,0,1,55,100,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,\N,\N,110,\N,\N,\N,\N
22,12,0,0,9,1,1,30,5,0,0,0,0,0,0,0,0,0,0,38,0,0,0,\N,\N,130,\N,\N,\N,\N
22,13,0,0,0,2,80,100,10,0,0,0,0,0,0,0,0,1,0,39,0,0,5,\N,\N,130,\N,\N,\N,\N
22,14,1,0,2,0,0,101,20,0,0,0,0,0,0,0,0,0,0,50,0,0,7,\N,\N,0,\N,\N,\N,\N
22,15,0,0,0,1,50,95,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,\N,\N,100,\N,\N,\N,\N
22,16,1,2,0,2,40,100,25,0,0,0,0,0,0,0,0,0,0,149,0,0,0,\N,\N,90,\N,\N,\N,\N
22,17,0,2,0,1,60,100,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,\N,\N,110,\N,\N,\N,\N
22,18,0,0,12,0,0,101,20,-6,0,0,0,0,0,0,0,0,0,28,0,0,0,\N,\N,0,\N,\N,\N,\N
22,19,0,2,0,1,90,95,15,0,0,0,0,0,0,0,0,0,0,155,0,0,0,\N,\N,130,\N,\N,\N,\N
22,20,0,0,4,1,15,85,20,0,0,0,10,100,4,5,6,0,0,42,0,0,0,\N,\N,90,\N,\N,\N,\N
22,21,0,0,0,1,80,75,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,\N,\N,130,\N,\N,\N,\N
22,22,0,11,0,1,45,100,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,\N,\N,100,\N,\N,\N,\N
22,23,0,0,0,1,65,100,20,0,0,0,0,0,0,0,0,0,30,150,0,0,0,\N,\N,120,\N,\N,\N,\N
22,24,0,1,0,1,30,100,30,0,2,2,0,0,0,0,0,0,0,44,0,0,0,\N,\N,80,\N,\N,\N,\N
